Grapheme	IPA
.	NULL
ø	ø
kː	kː
ɡ̥	ɡ̥
s	s
ʔ	ʔ
ʒ	ʒ
k	k
dʑ	dʑ
tʃ	tʃ
mː	mː
q	q
dʒ	dʒ
vʲ	vʲ
ə	ə
uː	uː
iː	iː
əː	əː
b̥	b̥
jː	jː
d̥	d̥
ɑː	ɑː
vː	vː
l	l
ts	ts
ɕ	ɕ
m	m
ʑ	ʑ
ð	ð
u	u
_	+
ə̠	ə̠
ɤː	ɤː
e	e
o	o
h	h
ɡ	ɡ
z	z
ɲ	ɲ
d	d
tː	tː
ʃ	ʃ
yː	yː
nː	nː
w	w
øː	øː
y	y
dʲ	dʲ
v	v
t	t
r	r
æː	æː
ɯː	ɯː
n	n
ɯ	ɯ
oː	oː
ui	ui
rʲ	rʲ
tʲ	tʲ
c	c
b	b
j	j
ɤ	ɤ
lː	lː
æ	æ
tɕ	tɕ
eː	eː
ŋ	ŋ
ʎ	ʎ
i	i
ɑ	ɑ
p	p
