ID	Name	Glottocode
Komi-Permyak	Komi-Permyak	komi1269
Erzya	Erzya	erzy1239
Komi-Zyrian	Komi-Zyrian	komi1268
Udmurt	Udmurt	udmu1245
Selkup	Selkup	selk1253
Nganasan	Nganasan	ngan1291
Ingrian	Ingrian	ingr1248
